32500, 4900, 43900, 18700
43100, 17700, 7500, 31700
8700, 8700, 54900, 27700
30800, 6400, 45000, 17800
28800, 16400, 49800, 5000
5200, 29000, 49600, 16200
25000, 44000, 6000, 25000
26500, 4500, 26500, 42500
37000, 13000, 13000, 37000
14600, 45600, 35500, 4300
43000, 20000, 5000, 32000
32300, 2800, 45100, 19800
29500, 10700, 49100, 10700
30500, 17700, 49100, 2700
19600, 31500, 43300, 5600
6600, 30600, 42500, 20300
37000, 13000, 37000, 13000
32500, 4500, 46500, 16500
31000, 31000, 7000, 31000
3500, 31100, 19100, 46300
44500, 4300, 32600, 18600
42100, 5600, 31400, 20900
45100, 18300, 29500, 7100
7200, 30000, 19600, 43200
32500, 45500, 4500, 17500
44000, 6600, 18400, 31000
31000, 31000, 31000, 7000
45000, 2100, 19600, 33300
43600, 18400, 31000, 7000
47200, 29700, 18800, 4300
32500, 46500, 10500, 10500
50300, 15900, 30900, 2900
40000, 3000, 40000, 17000
7000, 29200, 45200, 18600
49800, 3600, 30600, 16000
35700, 35700, 20500, 8100
41400, 31200, 20200, 7200
30200, 7400, 44200, 18200
38000, 12000, 38000, 12000
5200, 16600, 46200, 32000
12700, 46700, 12700, 27900
32000, 5000, 18000, 45000
43500, 6500, 30500, 19500
48000, 17000, 29000, 6000
47500, 3900, 30700, 17900
6500, 19500, 30500, 43500
47000, 24000, 5000, 24000
38000, 5000, 38000, 19000
49500, 29500, 19100, 1900
19000, 7000, 30000, 44000
6500, 43900, 31300, 18300
47700, 22600, 22600, 7100
32000, 43000, 6000, 19000
38000, 19000, 38000, 5000
43700, 31700, 21300, 3300
45400, 28900, 18500, 7200
44500, 6500, 24500, 24500
45900, 29400, 19300, 5400
28600, 18400, 7000, 46000
41500, 30500, 19500, 8500
17100, 5600, 47500, 29800
46300, 6600, 28600, 18500
28000, 1100, 53900, 17000
30000, 48000, 11000, 11000
17800, 31800, 44700, 5700
14500, 35500, 35500, 14500
5100, 19100, 31100, 44700
44500, 2500, 19500, 33500
43800, 8600, 23800, 23800
48000, 32100, 15100, 4800
30000, 18000, 45000, 7000
43500, 30500, 6500, 19500
46300, 5600, 30800, 17300
3400, 32500, 47300, 16800
25000, 25000, 25000, 25000
50000, 27000, 11500, 11500
32100, 18900, 45000, 4000
32500, 4500, 45000, 18000
11600, 11600, 46500, 30300
48100, 22900, 6100, 22900
43300, 30700, 19300, 6700
32100, 5100, 44000, 18800
32400, 12300, 43000, 12300
44100, 17900, 7700, 30300
20300, 41200, 31100, 7400
45600, 31800, 16400, 6200
5500, 32500, 18500, 43500
17600, 30900, 48600, 2900
15800, 51200, 30200, 2800
50800, 12100, 38000, -900
5800, 30600, 45800, 17800
12000, 12000, 31000, 45000
46100, 15500, 35700, 2700
37500, 19500, 37500, 5500
19600, 31400, 44500, 4500
45200, 5600, 32500, 16700
44700, 3400, 33700, 18200
18700, 32100, 47800, 1400
27500, 16500, 52500, 3500
45600, 16500, 33600, 4300
17100, 34600, 45000, 3300
5600, 31100, 46500, 16800
43500, 31600, 21300, 3600
7000, 27300, 48600, 17100
5600, 42800, 30900, 20700
53100, 28500, 15500, 2900
41800, 6400, 31000, 20800
31500, 18000, 43500, 7000
20600, 5300, 31500, 42600
22000, 43000, 32500, 2500
29100, -100, 56700, 14300
16800, 3800, 51600, 27800
43200, 6000, 20200, 30600
18000, 7000, 43000, 32000
49000, 31000, 3000, 17000
30800, 42400, 19800, 7000
19500, 43500, 30500, 6500
5600, 18100, 31800, 44500
48000, 31100, 5000, 15900
30400, 7600, 42800, 19200
43500, 18500, 32500, 5500
19000, 29100, 43100, 8800
30700, 20100, 44500, 4700
5500, 32500, 43500, 18500
11000, 46000, 32000, 11000
30000, 13000, 13000, 44000
31300, 8000, 41400, 19300
33100, 16900, 44700, 5300
41500, 14200, 14200, 30100
20000, 36000, 36000, 8000
7700, 19700, 42500, 30100
46000, 3000, 34000, 17000
31000, 18000, 46000, 5000
39500, 3500, 39500, 17500
7800, 19000, 30200, 43000
16700, 47900, 30900, 4500
15900, 3300, 28700, 52100
44100, 4500, 32700, 18700
44000, 24000, 8000, 24000
18700, 2000, 45400, 33900
33200, 17600, 47000, 2200
13300, 31100, 42300, 13300
36600, 19500, 7300, 36600
32000, 4000, 47000, 17000
20500, 31500, 43000, 5000
50300, 2000, 35600, 12100
32500, 43500, 18500, 5500
45000, 12000, 31000, 12000
44600, 18000, 32200, 5200
47500, 11500, 29500, 11500
37800, 19000, 37800, 5400
42800, 21800, 31900, 3500
44000, 25000, 25000, 6000
45000, 12000, 12000, 31000
30500, 4300, 50600, 14600
43700, 3700, 32100, 20500
8400, 18700, 42700, 30200
18000, 18000, 46000, 18000
18800, 31400, 44000, 5800
47500, 30500, 17000, 5000
47700, 17900, 5100, 29300
47300, 12100, 28500, 12100
11500, 38500, 38500, 11500
36200, 20800, 6800, 36200
48400, 17600, 28700, 5300
18500, 32500, 43500, 5500
44200, 32100, 20000, 3700
4100, 45900, 34900, 15100
41900, 7200, 31300, 19600
32700, 4700, 47300, 15300
46500, 30500, 17500, 5500
21400, 43600, 32400, 2600
18000, 5000, 45000, 32000
43000, 19000, 32500, 5500
43000, 20000, 30500, 6500
15700, 2700, 51000, 30600
25500, 7500, 41500, 25500
43600, 6200, 30200, 20000
12000, 12000, 45000, 31000
27900, 16300, 53700, 2100
48800, 4300, 28700, 18200
33000, 17300, 6300, 43400
47500, 18100, 30700, 3700
4900, 17600, 47000, 30500
12700, 29100, 45500, 12700
14200, 14200, 29600, 42000
47000, 3300, 19800, 29900
44500, 4500, 32500, 18500
49700, 2300, 18500, 29500
7600, 17800, 44900, 29700
18500, 29700, 49100, 2700
17800, 6900, 45100, 30200
46200, 16300, 35600, 1900
17700, 48100, 29200, 5000
42100, 25700, 6500, 25700
25000, 44000, 25000, 6000
29500, 11500, 47500, 11500
43000, 5800, 18700, 32500
19300, 8700, 30100, 41900
46000, 30000, 17100, 6900
44800, 15700, 34600, 4900
19500, 4700, 43700, 32100
33100, 3300, 16600, 47000
33700, 2700, 49200, 14400
45200, 5600, 17000, 32200
20200, 2500, 46800, 30500
61600, -2100, 13700, 26800
24500, 45000, 24500, 6000
47000, 32000, 16000, 5000
33700, 17700, 45400, 3200
17500, 32500, 45500, 4500
32500, 20600, 42800, 4100
32100, 16700, 44700, 6500
47600, 3800, 30800, 17800
33100, 16300, 45800, 4800
46100, 4300, 14500, 35100
30300, 41400, 8400, 19900
33000, 11000, 11000, 45000
31600, 20400, 6200, 41800
47600, 23800, 4800, 23800
15700, 31900, 4700, 47700
48000, 3000, 30000, 19000
41200, 8800, 30700, 19300
29500, 11500, 47500, 11500
29200, 16300, 50800, 3700
36800, 18900, 36800, 7500
52200, 15600, 29600, 2600
30800, 43900, 18900, 6400
44400, 16800, 5800, 33000
49700, 14600, 3700, 32000
7100, 44600, 30300, 18000
6000, 25900, 42200, 25900
43100, 6000, 20400, 30500
6700, 17100, 32700, 43500
31700, 4000, 19800, 44500
46200, 18900, 31300, 3600
45600, 20600, 2400, 31400
27700, 11700, 48900, 11700
42800, 18100, 7000, 32100
44300, 6100, 31800, 17800
22500, 5600, 49400, 22500
44700, 30700, 12300, 12300
48600, 4700, 16200, 30500
39000, 39000, 11000, 11000
30200, 8300, 42000, 19500
51000, 2000, 18000, 29000
33000, 10000, 47000, 10000
29700, 42400, 19400, 8500
24000, 45000, 24000, 7000
44500, 6500, 18000, 31000
50300, 16600, 5500, 27600
43500, 31600, 17600, 7300
46500, 30100, 19700, 3700
29100, 18700, 47700, 4500
32300, 45700, 4300, 17700
12000, 45000, 12000, 31000
48900, 16900, 28800, 5400
4600, 19700, 31000, 44700
24500, 6500, 24500, 44500
47900, 16700, 32700, 2700
25000, 25000, 43000, 7000
45200, 5200, 31900, 17700
28300, 17900, 7700, 46100
53000, 31200, 200, 15600
31000, 18000, 7500, 43500
30200, 41600, 20000, 8200
30500, 8100, 18700, 42700
7500, 24500, 43500, 24500
11500, 29500, 47500, 11500
32300, 500, 11800, 55400
33100, 44400, 16500, 6000
24000, 5000, 47000, 24000
44800, 6000, 31100, 18100
42100, 30700, 6700, 20500
31000, 6800, 41900, 20300
32200, 19800, 5200, 42800
45000, 18000, 5000, 32000
18600, 32100, 600, 48700
43200, 7000, 18600, 31200
5000, 23000, 49000, 23000
14500, 35500, 35500, 14500
32900, 4000, 18300, 44800
5000, 15900, 27700, 51400
31100, 19200, 8400, 41300
6200, 17200, 46400, 30200
35300, 15400, 49900, -600
45700, 18300, 5100, 30900
3000, 29500, 53700, 13800
16800, 2800, 33200, 47200
30500, 4000, 46000, 19500
32400, 4400, 46700, 16500
20000, 7500, 31000, 41500
24500, 24500, 44500, 6500
31700, 7500, 43100, 17700
18500, 5500, 31500, 44500
7500, 18700, 31800, 42000
44900, 3900, 32100, 19100
29700, 5700, 45100, 19500
5000, 19000, 38000, 38000
31500, 4100, 19900, 44500
44200, 17200, 31800, 6800
32700, 43300, 4900, 19100
18100, 7200, 43700, 31000
44500, 18500, 6500, 30500
46000, 4800, 30400, 18800
7200, 18800, 42600, 31400
47000, 12000, 12000, 29000
31600, 17600, 43500, 7300
47000, 3000, 33500, 16500
53700, 3700, 14300, 28300
36000, 14000, 50000, 0
46200, 4500, 17900, 31400
17700, 4300, 46300, 31700
41300, 30200, 20000, 8500
32500, 5500, 18500, 43500
45500, 4500, 32500, 17500
22500, 6500, 48500, 22500
24200, 24200, 44000, 7600
19700, 5700, 44300, 30300
25000, 25000, 25000, 25000
31000, 4700, 45800, 18500
53700, 9100, 28100, 9100
13700, 13700, 41500, 31100
32200, 43800, 4400, 19600
50900, 2800, 16800, 29500
32300, 43500, 18600, 5600
29500, 19000, 8000, 43500
43600, 7700, 30700, 18000
32000, 18000, 46000, 4000
22000, 22000, 53000, 3000
52200, 16000, 26700, 5100
12200, 44000, 31600, 12200
31500, 5300, 47600, 15600
44800, 23600, 8000, 23600
43700, 30300, 6300, 19700
46900, 1800, 35400, 15900
29900, 6700, 19800, 43600
6900, 17200, 28900, 47000
43900, 2600, 19800, 33700
44900, 31100, 6300, 17700
19000, 19000, 19000, 43000
44500, 30500, 6000, 19000
43500, 7300, 30600, 18600
44500, 6500, 24500, 24500
31800, 5600, 19000, 43600
18000, 18000, 46000, 18000
13500, 29500, 43500, 13500
25500, 45500, 25500, 3500
49600, 27700, 17500, 5200
44000, 31100, 20800, 4100
43700, 4800, 19900, 31600
6700, 16900, 45300, 31100
47400, 4700, 32500, 15400
31000, 18700, 43200, 7100
46200, 30600, 18200, 5000
47000, 30500, 6000, 16500
30000, 8800, 19100, 42100
45000, 12000, 31000, 12000
30600, 16400, 48700, 4300
4000, 23000, 50000, 23000
44700, 33500, 4300, 17500
30500, 12500, 44500, 12500
42300, 18300, 31700, 7700
4800, 32800, 45200, 17200
46500, 1600, 32900, 19000
15500, 3500, 51400, 29600
35900, 8800, 35900, 19400
31400, 3500, 44300, 20800
29100, 5600, 47800, 17500
20600, 33100, 44600, 1700
31200, 4500, 15300, 49000
6500, 30500, 19500, 43500
18700, 43200, 31600, 6500
46500, 31000, 4500, 18000
50500, 10500, 28500, 10500
30500, 13500, 42500, 13500
43500, 32500, 18500, 5500
52100, 4500, 14700, 28700
31900, 47000, 16500, 4600
41600, 7600, 31300, 19500
32200, 11200, 45400, 11200
44700, 17100, 32500, 5700
25200, 42700, 25200, 6900
43700, 3800, 33100, 19400
32600, 5800, 42800, 18800
46500, 2300, 35700, 15500
24500, 42500, 24500, 8500
36700, 13300, 13300, 36700
44500, 16500, 33500, 5500
25000, 47500, 25000, 2500
20500, 6700, 30700, 42100
44600, 19300, 3400, 32700
30000, 3000, 51000, 16000
25000, 25000, 25000, 25000
12000, 45000, 12000, 31000
30400, 4600, 48000, 17000
43300, 6100, 30600, 20000
24600, 41500, 24600, 9300
51100, 300, 35300, 13300
26400, 26400, 42600, 4600
20800, 3900, 31200, 44100
34100, 200, 51900, 13800
33200, 43600, 4000, 19200
31100, 17100, 47500, 4300
6100, 31300, 46100, 16500
34000, -400, 52400, 14000
53100, -2700, 41200, 8400
29800, 19600, 5800, 44800
31500, 14400, 51300, 2800
34500, 4500, 15500, 45500
47300, 4900, 32300, 15500
4800, 15200, 46800, 33200
33500, 17300, 3600, 45600
4000, 32000, 20000, 44000
48300, 16400, 30100, 5200
31600, 17000, 48200, 3200
29500, 13500, 43500, 13500
45700, 7700, 23300, 23300
36500, 7500, 19500, 36500
32000, 43000, 6000, 19000
45900, 18900, 30100, 5100
17400, 31200, 48000, 3400
18200, 8000, 45100, 28700
45500, 4500, 18500, 31500
45000, 18500, 32400, 4100
55900, 11700, 33700, -1300
24500, 24500, 42500, 8500
33600, 47800, 2400, 16200
31100, 19900, 42800, 6200
50200, 18700, 1500, 29600
37000, 13000, 37000, 13000
45300, 18500, 30800, 5400
35500, 9000, 35500, 20000
19200, 7600, 43400, 29800
29000, 17000, 48000, 6000
33300, 14900, 52400, -600
16100, 50100, 29600, 4200
19300, 42500, 31600, 6600
48400, 6200, 16700, 28700
50200, 3900, 30600, 15300
50400, 16300, 34600, -1300
30500, 18000, 45900, 5600
54200, 1700, 28400, 15700
32300, 18300, 45700, 3700
34100, 17300, 44300, 4300
33100, 11800, 43300, 11800
17600, 2500, 48400, 31500
3800, 31800, 46400, 18000
50700, 18000, 29600, 1700
30800, 7100, 43600, 18500
34500, 13800, 48100, 3600
45000, 12000, 12000, 31000
46000, 24500, 24500, 5000
25000, 25000, 44000, 6000
36500, 7500, 48500, 7500
30000, 14500, 14500, 41000
44200, 5100, 32900, 17800
46500, 33500, 22500, -2500
25000, 25000, 25000, 25000
30000, 19000, 46000, 5000
46500, 6300, 30600, 16600
19500, 8900, 41700, 29900
43000, 29400, 8400, 19200
19000, 38000, 38000, 5000
31000, 7000, 31000, 31000
4400, 32300, 43200, 20100
42700, 7900, 19500, 29900
44500, 18100, 6700, 30700
43300, 19000, 7100, 30600
17300, 29600, 48500, 4600
41200, 9100, 30500, 19200
47200, 17000, 6600, 29200
46800, 17600, 5800, 29800
32500, 16500, 49000, 2000
43500, 5500, 32500, 18500
17700, 45800, 32600, 3900
47200, 29000, 6200, 17600
47000, 23500, 6000, 23500
32200, 4400, 48000, 15400
44700, 3500, 31900, 19900
31000, 20100, 42800, 6100
49600, 4300, 28100, 18000
46500, 23700, 6100, 23700
25000, 25000, 44000, 6000
1000, 31200, 49600, 18200
37500, 18500, 6500, 37500
34500, 17600, 44700, 3200
54200, 15200, 26200, 4400
45000, 30000, 7000, 18000
20000, 6600, 30200, 43200
19100, 6700, 43700, 30500
18000, 5500, 33000, 43500
37000, 37000, 13000, 13000
6500, 44500, 24500, 24500
31000, 8000, 42500, 18500
4800, 28800, 49100, 17300
37500, 5500, 37500, 19500
3400, 45400, 19300, 31900
45900, 11700, 30700, 11700
47900, 31300, 17300, 3500
32200, 2200, 46000, 19600
34800, 45600, 17800, 1800
28100, 48700, 6500, 16700
44500, 3700, 32700, 19100
46300, 5700, 32100, 15900
30500, 5500, 47500, 16500
51200, 15800, 30300, 2700
29600, 9500, 51400, 9500
44000, 13200, 29600, 13200
30100, 18000, 44600, 7300
44500, 30000, 19000, 6500
6500, 30700, 46100, 16700
5500, 45000, 32700, 16800
18000, 46000, 18000, 18000
34000, 15200, 46800, 4000
20000, 6000, 37000, 37000
29300, 46100, 6900, 17700
48600, 2000, 36400, 13000
46000, 15300, 33700, 5000
44700, 18800, 31900, 4600
42700, 5700, 31400, 20200
48000, 16600, 37300, -1900
14300, 26200, 55400, 4100
45600, -400, 34500, 20300
25000, 2000, 48000, 25000
18000, 6600, 46200, 29200
47300, 2700, 16200, 33800
52100, 27200, 15900, 4800
18100, 3900, 45900, 32100
47200, 18900, 2100, 31800
42600, 6900, 31700, 18800
49000, 10000, 31000, 10000
31000, 19100, 41800, 8100
44300, 32800, 17400, 5500
8000, 30200, 43600, 18200
17100, 29500, 50600, 2800
36500, 20500, 6500, 36500
46600, 3300, 17700, 32400
18000, 43300, 31600, 7100
7500, 29100, 45700, 17700
12300, 12300, 44100, 31300
49100, 1700, 33500, 15700
35300, 4400, 45400, 14900
5400, 16400, 33400, 44800
18500, 31500, 48500, 1500
6300, 30100, 44300, 19300
8700, 24300, 42700, 24300
18300, 4400, 31500, 45800
30100, 8500, 18700, 42700
19800, 31200, 41800, 7200
19500, 43500, 6500, 30500
48000, 32100, 4800, 15100
23700, 8500, 23700, 44100
45200, 2200, 19600, 33000
19200, 8200, 30600, 42000
4500, 37700, 20100, 37700
31800, 5100, 45700, 17400
30500, 7200, 19000, 43300
0, 20400, 33300, 46300
31800, 6800, 43800, 17600
31700, 43100, 20300, 4900
10300, 46100, 33300, 10300
37000, 13000, 37000, 13000
6700, 42100, 30700, 20500
48000, 18200, 5000, 28800
47200, 3500, 18600, 30700
43100, 5100, 31800, 20000
28000, 15200, 52200, 4600
39000, 11000, 39000, 11000
39000, 11000, 39000, 11000
31300, 3700, 17700, 47300
33500, 16600, 46300, 3600
31400, 2800, 44900, 20900
30500, 43000, 6500, 20000
47500, 10500, 10500, 31500
16500, 1100, 51300, 31100
43000, 19000, 19000, 19000
29500, 11500, 47500, 11500
19000, 5000, 29800, 46200
43800, 20600, 30800, 4800
30200, 3100, 18100, 48600
31800, 4400, 47900, 15900
41900, 19800, 30100, 8200
32400, 4800, 44700, 18100
19700, 31700, 43300, 5300
6000, 17800, 45800, 30400
8000, 42000, 25000, 25000
24500, 8500, 42500, 24500
45700, 30100, 19400, 4800
44000, 3200, 32900, 19900
16500, 2500, 47500, 33500
43700, 8100, 18500, 29700
28500, 17500, 49500, 4500
42500, 25500, 25500, 6500
55200, 3000, 26900, 14900
42500, 8000, 18500, 31000
32000, 2000, 51000, 15000
5000, 27400, 51600, 16000
30500, 16500, 5000, 48000
32100, 2400, 48400, 17100
46500, 35000, 17000, 1500
42700, 31800, 18800, 6700
30500, 7200, 20300, 42000
2800, 33000, 48800, 15400
32100, 19400, 42500, 6000
23500, 4500, 23500, 48500
44300, 30500, 7300, 17900
51500, 12500, 34000, 2000
46800, 3700, 33300, 16200
8000, 18500, 31500, 42000
31000, 13200, 13200, 42600
49000, 4000, 17000, 30000
44600, 6400, 30100, 18900
18100, 30700, 46400, 4800
41300, 13800, 31100, 13800
38000, 5000, 38000, 19000
17100, 6800, 46000, 30100
8000, 42000, 19000, 31000
42800, 7700, 29800, 19700
46500, 16200, 5700, 31600
34100, 14700, 46700, 4500
57300, 2700, 13000, 27000
18000, 29200, 47000, 5800
44600, 16200, 33200, 6000
13500, 35500, 48500, 2500
18000, 18000, 46000, 18000
43800, 18800, 32100, 5300
43300, 20600, 30700, 5400
29500, 5500, 47000, 18000
31100, 19000, 7800, 42100
32500, 5500, 43500, 18500
18600, 31500, 42500, 7400
19600, 4500, 46100, 29800
33300, 21700, 44800, 200
22600, 37800, 37800, 1800
45000, 29000, 18800, 7200
19600, 30300, 41000, 9100
33000, 47000, 2000, 18000
35700, 16000, 45900, 2400
23700, 4500, 48100, 23700
11600, 48300, 11600, 28500
500, 14000, 57500, 28000
53100, 3700, 29300, 13900
47600, 4800, 32500, 15100
24500, 24500, 44500, 6500
46800, 5000, 32600, 15600
14800, 30300, 52000, 2900
57200, 15300, 30600, -3100
49800, 3200, 33000, 14000
7000, 44000, 18000, 31000
47700, 4300, 29200, 18800
43900, 6900, 31500, 17700
30200, 6200, 46600, 17000
30400, 43400, 19600, 6600
47800, 4000, 18400, 29800
6500, 43500, 19500, 30500
32700, 4500, 48100, 14700
25000, 44000, 25000, 6000
33200, 1000, 19500, 46300
24700, 24700, 5500, 45100
30600, 2600, 49600, 17200
15700, 2700, 46500, 35100
11000, 11000, 45400, 32600
8700, 18800, 30500, 42000
7600, 31400, 43300, 17700
46000, 24000, 24000, 6000
17500, 29800, 46000, 6700
42800, 19200, 32200, 5800
30000, 11000, 48000, 11000
44200, 19200, 32400, 4200
52900, 4200, 28100, 14800
30400, 7300, 42700, 19600
11500, 29500, 47500, 11500
43600, 17800, 6800, 31800
30000, 19200, 44600, 6200
31500, 11100, 46300, 11100
44500, 30500, 5500, 19500
25700, 25700, 6500, 42100
26200, 42800, 26200, 4800
43600, 5200, 32000, 19200
34300, 2900, 45900, 16900
36500, 36500, 13500, 13500
15100, 32000, 52700, 200
28600, 49700, 18200, 3500
7000, 31000, 31000, 31000
50000, 16200, 30600, 3200
18200, 46000, 6600, 29200
45000, 19000, 32300, 3700
30300, 8900, 19400, 41400
46500, 31000, 17500, 5000
19500, 43500, 6500, 30500
42700, 7000, 32100, 18200
31000, 4600, 48200, 16200
20200, 5200, 43700, 30900
43600, 5600, 31500, 19300
6300, 17900, 44000, 31800
30500, 1700, 16700, 51100
32000, 6600, 44700, 16700
20300, 30700, 43600, 5400
32100, 19100, 44000, 4800
18600, 2800, 48800, 29800
3000, 19000, 47000, 31000
45500, 18500, 6000, 30000
4700, 18700, 44100, 32500
8600, 30600, 42000, 18800
49900, 18300, 28700, 3100
44100, 31000, 18200, 6700
18500, 5500, 46500, 29500
12200, 32400, 43200, 12200
17500, 30500, 6500, 45500
32500, 2500, 45000, 20000
41100, 9500, 24700, 24700
34100, 15900, 44700, 5300
17300, 7100, 43200, 32400
19200, 5200, 43400, 32200
51100, 5700, 16500, 26700
17800, 29800, 45600, 6800
21300, 31400, 44000, 3300
23500, 23500, 48500, 4500
44000, 33200, 17600, 5200
19000, 43000, 19000, 19000
48000, 29600, 18200, 4200
17000, 17000, 49000, 17000
43500, 20300, 32300, 3900
33300, 18300, 46100, 2300
31100, 2700, 47500, 18700
6500, 43500, 19500, 30500
32500, 4500, 45000, 18000
32800, 3900, 44800, 18500
45800, 34900, 2900, 16400
45200, 34400, 17200, 3200
17800, 6600, 31800, 43800
24900, 24900, 47100, 3100
56600, 800, 11800, 30800
44900, 4500, 30700, 19900
46200, 4700, 18800, 30300
50100, 1600, 33300, 15000
31100, 4700, 48000, 16200
8700, 8700, 34300, 48300
44500, 19500, 6000, 30000
31000, 31000, 7000, 31000
32300, 4600, 44500, 18600
33100, 17000, 6100, 43800
29000, 17000, 48000, 6000
19400, 44400, 33000, 3200
45700, 17700, 32900, 3700
30100, 46700, 17300, 5900
45600, 7500, 18000, 28900
45600, 10000, 34400, 10000
6300, 46900, 16700, 30100
45600, 17200, 7000, 30200
44600, 5200, 18800, 31400
45000, 18000, 6000, 31000
23300, 23300, 8000, 45400
33900, 46100, 16700, 3300
28400, 6100, 17800, 47700
35700, 1700, 47900, 14700
16800, 6600, 47600, 29000
43800, 30900, 5800, 19500
34500, 3200, 47200, 15100
18700, 7600, 43200, 30500
2000, 15500, 47000, 35500
5000, 15500, 50000, 29500
31800, 42800, 18100, 7300
30000, 18500, 46500, 5000
30200, 6700, 17400, 45700
31800, 43700, 5400, 19100
35600, 2600, 48500, 13300
31400, 42600, 18800, 7200
30200, 41200, 8600, 20000
45100, 5300, 16900, 32700
33400, 5000, 43700, 17900
5000, 38000, 19000, 38000
47700, 10800, 10800, 30700
52000, 12400, 39000, -3400
46900, 15800, 4500, 32800
4900, 30500, 17500, 47100
34000, 47900, 14100, 4000
32000, 43000, 19000, 6000
32700, 3400, 20100, 43800
17700, 29700, 48900, 3700
3500, 26700, 43100, 26700
30300, 8900, 41100, 19700
61300, -400, 29400, 9700
16100, 28800, 50100, 5000
31300, 20900, 5500, 42300
32300, 17300, 43700, 6700
46500, 19300, 32700, 1500
